"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 03 16:52:07 GMT 2025","Thu Apr 03 16:52:08 GMT 2025","316","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_without_permission","User cannot create project without permission"
"passed","Thu Apr 03 16:52:09 GMT 2025","Thu Apr 03 16:52:10 GMT 2025","504","tests.api_tests","test_project_type","TestProject","","","test_user_copy_project","User should be able to copy project"
"passed","Thu Apr 03 16:52:03 GMT 2025","Thu Apr 03 16:52:03 GMT 2025","486","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_parent_project","User should be able to create project with parent project"
"passed","Thu Apr 03 16:51:57 GMT 2025","Thu Apr 03 16:51:59 GMT 2025","2294","tests.api_tests","test_build_type","TestBuildType","","","test_user_creates_build_type","User should be able to create build type"
"passed","Thu Apr 03 16:52:02 GMT 2025","Thu Apr 03 16:52:02 GMT 2025","1","tests.api_tests","test_build_type","TestBuildType","","","test_project_admin_creates_build_type_for_another_user_project","Project admin should not be able to create build type for not their project"
"passed","Thu Apr 03 16:52:08 GMT 2025","Thu Apr 03 16:52:09 GMT 2025","383","tests.api_tests","test_project_type","TestProject","","","test_admin_user_creates_project_in_another_user_project_area","Admin user cannot create project in another user's project area"
"passed","Thu Apr 03 16:52:00 GMT 2025","Thu Apr 03 16:52:01 GMT 2025","486","tests.api_tests","test_build_type","TestBuildType","","","test_user_creates_two_build_types_with_same_id","User should not be able to create two build types with the same ID"
"passed","Thu Apr 03 16:52:05 GMT 2025","Thu Apr 03 16:52:05 GMT 2025","315","tests.api_tests","test_project_type","TestProject","","","test_user_creates_two_projects_with_same_name","User cannot create two projects with the same name"
"passed","Thu Apr 03 16:52:06 GMT 2025","Thu Apr 03 16:52:06 GMT 2025","251","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_empty_name","User cannot create project with empty name"
"passed","Thu Apr 03 16:50:42 GMT 2025","Thu Apr 03 16:51:53 GMT 2025","70788","tests.ui_tests","test_setup_server","TestSetupServer","","","test_setup_teamcity_server",""
"passed","Thu Apr 03 16:52:02 GMT 2025","Thu Apr 03 16:52:02 GMT 2025","315","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project","User should be able to create project"
"passed","Thu Apr 03 16:52:04 GMT 2025","Thu Apr 03 16:52:04 GMT 2025","280","tests.api_tests","test_project_type","TestProject","","","test_user_creates_two_projects_with_same_id","User cannot create two projects with the same ID"
"passed","Thu Apr 03 16:52:07 GMT 2025","Thu Apr 03 16:52:07 GMT 2025","280","tests.api_tests","test_project_type","TestProject","","","test_user_creates_project_with_empty_id","User cannot create project with empty ID"
"passed","Thu Apr 03 16:52:01 GMT 2025","Thu Apr 03 16:52:01 GMT 2025","1","tests.api_tests","test_build_type","TestBuildType","","","test_project_admin_creates_build_type","Project admin should be able to create build type for their project"
